application_id,applicant_id,ariza_sana,sorlgan_summa,maqsad,muddat_oy,mavjud_oylik_yuk,natija
AP001597,A001597,2024-07-11,17188424,mikrobiznes,12,0,toladi
AP001598,A001598,2025-01-14,9647067,mikrobiznes,60,1062753,toladi
AP001599,A001599,2025-02-27,3450227,ta'lim,36,0,toladi
AP001600,A001600,2024-12-03,23859777,kredit_karta,24,0,toladi
AP001601,A001601,2024-09-19,7316610,mikrobiznes,60,3399845,toladi
AP001602,A001602,2024-05-25,17201310,ta'lim,6,0,toladi
AP001603,A001603,2024-09-06,13730944,ipoteka,6,0,toladi
AP001604,A001604,2024-10-16,24211866,ta'lim,6,838429,toladi
AP001605,A001605,2024-05-27,24776675,avto,60,0,defolt
AP001606,A001606,2024-08-05,58386428,ipoteka,36,447009,toladi
AP001607,A001607,2025-01-13,5725443,ipoteka,60,486623,toladi
AP001608,A001608,2024-04-28,11300120,iste'mol,36,0,toladi
AP001609,A001609,2024-10-31,27637409,ipoteka,6,862788,toladi
AP001610,A001610,2024-10-19,11622847,mikrobiznes,6,9751034,defolt
AP001611,A001611,2024-08-30,29341031,ta'lim,36,0,toladi
AP001612,A001612,2024-06-17,12623358,iste'mol,60,0,defolt
AP001613,A001613,2024-09-15,37467064,kredit_karta,60,2697670,toladi
AP001614,A001614,2024-10-26,24001106,avto,6,0,defolt
AP001615,A001615,2024-09-04,30550223,ipoteka,12,0,toladi
AP001616,A001616,2024-09-18,22991181,ta'lim,60,1412335,toladi
AP001617,A001617,2024-04-19,11851543,ipoteka,36,0,toladi
AP001618,A001618,2024-08-13,11162154,mikrobiznes,6,588411,toladi
AP001619,A001619,2024-08-20,17359265,avto,60,867632,defolt
AP001620,A001620,2024-06-15,37931673,ipoteka,6,570782,toladi
AP001621,A001621,2024-05-06,46367570,avto,36,2595442,toladi
AP001622,A001622,2025-02-28,9414882,kredit_karta,24,143622,toladi
AP001623,A001623,2025-02-25,11538703,ta'lim,24,0,toladi
AP001624,A001624,2024-06-03,6990289,avto,60,0,toladi
AP001625,A001625,2024-10-07,17930499,iste'mol,6,0,toladi
AP001626,A001626,2024-08-11,26045423,ta'lim,36,1669619,toladi
AP001627,A001627,2024-09-23,15282404,avto,24,0,toladi
AP001628,A001628,2024-07-07,86240220,kredit_karta,6,190708,toladi
AP001629,A001629,2024-05-06,26972438,kredit_karta,36,6063487,toladi
AP001630,A001630,2024-09-05,9696100,iste'mol,6,0,toladi
AP001631,A001631,2024-12-15,18743929,avto,60,0,toladi
AP001632,A001632,2024-07-26,28895929,ipoteka,12,3123542,toladi
AP001633,A001633,2025-02-06,64318293,ta'lim,36,0,toladi
AP001634,A001634,2025-02-04,4016805,mikrobiznes,12,1247863,toladi
AP001635,A001635,2025-02-08,24126902,iste'mol,12,718229,toladi
AP001636,A001636,2025-02-28,29914336,avto,12,487772,toladi
AP001637,A001637,2025-01-10,13599030,ta'lim,6,1568173,toladi
AP001638,A001638,2024-04-08,7101116,iste'mol,6,422968,toladi
AP001639,A001639,2025-01-19,18712978,ta'lim,36,5883281,toladi
AP001640,A001640,2024-12-03,11785401,iste'mol,60,536822,toladi
AP001641,A001641,2024-07-20,9534111,kredit_karta,36,0,toladi
AP001642,A001642,2024-05-30,15222818,kredit_karta,36,131795,toladi
AP001643,A001643,2024-08-09,4893289,ipoteka,6,0,toladi
AP001644,A001644,2024-06-06,32323253,mikrobiznes,36,0,defolt
AP001645,A001645,2024-10-05,116760797,ta'lim,6,0,defolt
AP001646,A001646,2025-02-06,18473132,ipoteka,6,0,toladi
AP001647,A001647,2024-07-15,16069102,ipoteka,12,0,toladi
AP001648,A001648,2024-07-10,10965102,iste'mol,6,0,toladi
AP001649,A001649,2025-02-28,19754405,avto,60,0,toladi
AP001650,A001650,2024-11-19,8818050,mikrobiznes,60,0,toladi
AP001651,A001651,2024-08-28,30528144,avto,36,2946142,toladi
AP001652,A001652,2024-06-15,11904800,mikrobiznes,36,573845,defolt
AP001653,A001653,2024-12-15,19748899,iste'mol,60,18170860,defolt
AP001654,A001654,2024-11-28,19648934,iste'mol,24,0,toladi
AP001655,A001655,2024-09-05,8084279,avto,36,0,toladi
AP001656,A001656,2024-07-17,20761586,ta'lim,60,0,toladi
AP001657,A001657,2024-08-03,17738937,iste'mol,36,641089,toladi
AP001658,A001658,2024-12-05,20162358,avto,36,0,toladi
AP001659,A001659,2025-02-08,56702118,mikrobiznes,60,0,defolt
AP001660,A001660,2024-06-11,25227780,mikrobiznes,6,0,toladi
AP001661,A001661,2024-07-31,5327342,kredit_karta,60,1552914,defolt
AP001662,A001662,2024-04-22,12205535,avto,6,322908,toladi
AP001663,A001663,2024-09-25,25776186,iste'mol,36,0,toladi
AP001664,A001664,2025-01-15,20447397,ipoteka,60,1604623,toladi
AP001665,A001665,2024-11-15,12681493,avto,60,0,toladi
AP001666,A001666,2024-04-27,13472154,iste'mol,36,723349,toladi
AP001667,A001667,2024-11-01,25957188,kredit_karta,12,1401616,toladi
AP001668,A001668,2025-02-06,18478133,ta'lim,60,0,toladi
AP001669,A001669,2024-07-16,15696839,iste'mol,6,2022201,toladi
AP001670,A001670,2024-05-30,6713298,kredit_karta,24,0,toladi
AP001671,A001671,2024-11-11,13854844,ipoteka,60,1019184,defolt
AP001672,A001672,2024-10-19,24963253,iste'mol,6,2353597,toladi
AP001673,A001673,2024-09-26,45388584,avto,60,0,toladi
AP001674,A001674,2024-06-15,9092158,iste'mol,36,815691,toladi
AP001675,A001675,2024-09-03,47048939,mikrobiznes,24,0,toladi
AP001676,A001676,2025-01-07,19202725,ipoteka,12,364087,toladi
AP001677,A001677,2024-06-02,6257445,mikrobiznes,12,7169177,defolt
AP001678,A001678,2024-05-30,15226691,kredit_karta,36,1658651,toladi
AP001679,A001679,2024-09-30,1681207,kredit_karta,60,273240,toladi
AP001680,A001680,2024-04-21,75703938,ipoteka,36,0,toladi
AP001681,A001681,2024-04-06,19187150,avto,12,101072,defolt
AP001682,A001682,2024-10-25,6881739,avto,12,2650256,toladi
AP001683,A001683,2024-12-13,16037518,iste'mol,36,4927242,defolt
AP001684,A001684,2024-09-17,25851954,ta'lim,6,0,toladi
AP001685,A001685,2024-10-23,13984459,ta'lim,24,0,defolt
AP001686,A001686,2024-12-11,20479976,iste'mol,6,1213441,toladi
AP001687,A001687,2025-01-03,12534831,mikrobiznes,24,0,toladi
AP001688,A001688,2025-01-22,25057439,avto,6,3617558,defolt
AP001689,A001689,2024-06-06,34619785,ta'lim,60,2550224,toladi
AP001690,A001690,2024-08-14,20384990,kredit_karta,36,0,toladi
AP001691,A001691,2024-10-29,15351144,iste'mol,6,0,toladi
AP001692,A001692,2024-06-07,9846421,kredit_karta,6,1536307,toladi
AP001693,A001693,2024-12-18,21906037,ta'lim,36,0,toladi
AP001694,A001694,2025-01-11,6677456,kredit_karta,36,455176,toladi
AP001695,A001695,2024-08-17,7343448,ipoteka,12,0,toladi
AP001696,A001696,2025-02-10,11304756,kredit_karta,12,0,toladi
AP001697,A001697,2024-11-21,23048750,ta'lim,6,304182,toladi
AP001698,A001698,2025-01-16,5683743,ipoteka,36,998342,toladi
AP001699,A001699,2024-09-29,27016668,kredit_karta,60,0,toladi
AP001700,A001700,2024-06-30,10328870,ipoteka,24,1782202,toladi
AP001701,A001701,2025-02-02,21653108,ipoteka,24,0,toladi
AP001702,A001702,2025-01-26,12172798,avto,36,460990,toladi
AP001703,A001703,2024-12-10,13029687,mikrobiznes,36,2364701,toladi
AP001704,A001704,2024-06-26,25498588,iste'mol,12,0,toladi
AP001705,A001705,2024-09-16,14376346,iste'mol,36,1337367,toladi
AP001706,A001706,2024-04-26,6953470,ipoteka,60,0,toladi
AP001707,A001707,2024-11-09,16158375,mikrobiznes,12,2109827,toladi
AP001708,A001708,2024-07-12,16817085,kredit_karta,6,245436,toladi
AP001709,A001709,2024-06-17,14586799,iste'mol,60,589744,toladi
AP001710,A001710,2024-05-01,15323385,ipoteka,24,8509571,toladi
AP001711,A001711,2024-11-30,10589030,ta'lim,60,2295882,toladi
AP001712,A001712,2024-07-10,23568651,kredit_karta,60,267989,toladi
AP001713,A001713,2024-08-15,6504246,avto,24,0,toladi
AP001714,A001714,2025-02-27,23949182,ipoteka,36,0,toladi
AP001715,A001715,2024-06-06,32173697,iste'mol,12,539387,toladi
AP001716,A001716,2025-02-05,12803052,ipoteka,36,1301554,toladi
AP001717,A001717,2025-02-28,11946395,ta'lim,36,0,toladi
AP001718,A001718,2025-01-12,13047092,ipoteka,6,1178450,toladi
AP001719,A001719,2024-11-16,26653732,avto,6,1097139,toladi
AP001720,A001720,2024-06-22,8934519,iste'mol,12,0,toladi
AP001721,A001721,2024-08-21,12397561,ipoteka,6,0,toladi
AP001722,A001722,2024-09-01,13077742,mikrobiznes,6,0,toladi
AP001723,A001723,2024-11-16,11323727,kredit_karta,24,0,toladi
AP001724,A001724,2024-05-29,32182516,kredit_karta,12,902684,toladi
AP001725,A001725,2024-08-11,9052124,ta'lim,60,0,toladi
AP001726,A001726,2024-11-27,68290934,ipoteka,60,0,toladi
AP001727,A001727,2024-07-17,18870615,mikrobiznes,12,1651892,defolt
AP001728,A001728,2024-05-31,31284584,ipoteka,60,5452012,defolt
AP001729,A001729,2024-10-30,17695776,kredit_karta,36,0,toladi
AP001730,A001730,2024-04-21,15440043,ipoteka,12,0,toladi
AP001731,A001731,2024-04-07,11524373,ta'lim,36,0,toladi
AP001732,A001732,2024-08-31,17773666,iste'mol,24,0,toladi
AP001733,A001733,2024-08-04,10028674,ipoteka,24,0,toladi
AP001734,A001734,2024-06-09,18233662,mikrobiznes,24,462580,toladi
AP001735,A001735,2025-02-23,14275334,kredit_karta,24,382711,toladi
AP001736,A001736,2025-01-05,15430368,kredit_karta,6,5209715,toladi
AP001737,A001737,2024-11-17,21489892,kredit_karta,36,2113065,toladi
AP001738,A001738,2024-10-10,11221602,mikrobiznes,12,0,toladi
AP001739,A001739,2024-06-28,22890945,ta'lim,6,0,toladi
AP001740,A001740,2024-06-04,6248076,mikrobiznes,6,1917936,toladi
AP001741,A001741,2024-05-12,11297073,ta'lim,12,0,toladi
AP001742,A001742,2024-10-18,4362012,iste'mol,60,0,toladi
AP001743,A001743,2024-12-22,27182518,ipoteka,6,0,toladi
AP001744,A001744,2025-02-11,6520287,ta'lim,60,948456,toladi
AP001745,A001745,2024-12-27,1801200,avto,60,221025,toladi
AP001746,A001746,2024-08-05,36756984,kredit_karta,24,0,toladi
AP001747,A001747,2024-10-02,7000022,mikrobiznes,24,0,toladi
AP001748,A001748,2024-10-17,42495858,ta'lim,6,0,toladi
AP001749,A001749,2024-11-24,114835571,mikrobiznes,12,0,toladi
AP001750,A001750,2024-04-25,10149031,ipoteka,36,704341,defolt
AP001751,A001751,2025-01-13,23381979,ipoteka,36,0,toladi
AP001752,A001752,2024-07-10,17059848,iste'mol,36,0,toladi
AP001753,A001753,2024-04-08,7096700,ipoteka,24,0,toladi
AP001754,A001754,2024-08-01,14135393,kredit_karta,6,3869462,toladi
AP001755,A001755,2024-11-27,12810942,mikrobiznes,36,0,toladi
AP001756,A001756,2024-10-17,29444576,ipoteka,60,0,toladi
AP001757,A001757,2024-04-11,31186929,mikrobiznes,36,0,toladi
AP001758,A001758,2025-01-29,7510945,iste'mol,60,3520969,toladi
AP001759,A001759,2024-11-03,19082608,mikrobiznes,36,769658,toladi
AP001760,A001760,2025-02-18,15326636,ta'lim,24,785022,toladi
AP001761,A001761,2024-06-26,20589644,avto,24,0,toladi
AP001762,A001762,2024-10-23,7219996,ta'lim,36,0,toladi
AP001763,A001763,2024-11-19,9577156,iste'mol,60,0,toladi
AP001764,A001764,2024-07-21,13668791,mikrobiznes,24,4188190,toladi
AP001765,A001765,2024-11-08,14377742,ipoteka,36,1941370,defolt
AP001766,A001766,2024-11-19,18756971,avto,12,3092341,toladi
AP001767,A001767,2024-08-09,16792273,ipoteka,36,0,toladi
AP001768,A001768,2024-10-13,27389446,ta'lim,36,923918,toladi
AP001769,A001769,2024-10-23,12350832,mikrobiznes,6,0,toladi
AP001770,A001770,2024-05-08,5013033,kredit_karta,60,2985677,toladi
AP001771,A001771,2024-06-10,84757451,iste'mol,36,0,toladi
AP001772,A001772,2024-10-14,32754333,kredit_karta,24,185859,toladi
AP001773,A001773,2024-04-07,11332508,ipoteka,12,1694326,toladi
AP001774,A001774,2024-09-01,34697214,kredit_karta,24,468979,toladi
AP001775,A001775,2024-07-01,37561919,iste'mol,60,1438725,toladi
AP001776,A001776,2024-08-04,17857824,ipoteka,12,1719609,toladi
AP001777,A001777,2024-10-27,14535529,mikrobiznes,6,3105347,toladi
AP001778,A001778,2024-06-29,8504592,ta'lim,36,0,toladi
AP001779,A001779,2024-07-28,8143684,iste'mol,12,0,toladi
AP001780,A001780,2024-10-06,15314061,avto,6,2965493,toladi
AP001781,A001781,2024-08-14,7847257,avto,6,0,toladi
AP001782,A001782,2024-07-27,10683300,ta'lim,36,0,toladi
AP001783,A001783,2024-11-30,14911430,ta'lim,24,10052351,defolt
AP001784,A001784,2025-02-23,26115508,ta'lim,60,1218453,defolt
AP001785,A001785,2024-04-19,12862207,iste'mol,6,1794938,toladi
AP001786,A001786,2024-12-28,2846129,ta'lim,6,344687,toladi
AP001787,A001787,2024-07-05,11706118,ipoteka,24,710450,toladi
AP001788,A001788,2025-02-19,26431516,mikrobiznes,60,0,toladi
AP001789,A001789,2024-06-08,14097607,avto,36,970827,toladi
AP001790,A001790,2025-01-29,131693969,ipoteka,6,1114255,toladi
AP001791,A001791,2024-11-07,3490857,ipoteka,12,0,toladi
AP001792,A001792,2024-11-27,26403022,mikrobiznes,6,3499684,toladi
AP001793,A001793,2024-07-17,12185317,avto,60,0,toladi
AP001794,A001794,2024-07-12,67774716,ipoteka,36,0,toladi
AP001795,A001795,2024-06-19,38308750,ipoteka,60,0,defolt
AP001796,A001796,2024-12-28,13294514,avto,36,2552267,defolt
AP001797,A001797,2024-09-11,7697155,mikrobiznes,24,0,defolt
AP001798,A001798,2024-10-01,40249168,kredit_karta,6,0,toladi
AP001799,A001799,2024-07-25,13767606,ta'lim,24,3238871,toladi
AP001800,A001800,2025-02-01,17484101,mikrobiznes,6,4455715,toladi
AP001801,A001801,2024-09-17,9493308,avto,12,1700871,toladi
AP001802,A001802,2024-04-06,45486766,kredit_karta,36,426031,toladi
AP001803,A001803,2024-11-14,16813419,avto,36,112375,toladi
AP001804,A001804,2024-07-30,15612148,mikrobiznes,36,0,toladi
AP001805,A001805,2025-02-04,17349686,ta'lim,24,7066533,defolt
AP001806,A001806,2024-07-15,49023940,ipoteka,12,500208,toladi
AP001807,A001807,2024-10-14,31876828,iste'mol,6,2593904,defolt
AP001808,A001808,2024-11-08,24777054,ipoteka,6,0,defolt
AP001809,A001809,2025-02-09,8503810,ta'lim,60,548142,toladi
AP001810,A001810,2024-12-21,31179553,avto,36,420228,toladi
AP001811,A001811,2024-06-14,17389071,avto,60,0,toladi
AP001812,A001812,2024-07-17,28635710,ipoteka,12,238125,toladi
AP001813,A001813,2024-06-01,57879218,ta'lim,24,4889706,defolt
AP001814,A001814,2025-01-11,14262460,avto,12,1150404,toladi
AP001815,A001815,2024-08-05,31768689,ta'lim,36,0,toladi
AP001816,A001816,2024-06-24,14657251,ta'lim,36,0,toladi
AP001817,A001817,2024-05-02,9735736,ta'lim,24,2082383,toladi
AP001818,A001818,2024-11-12,18605165,ipoteka,36,0,toladi
AP001819,A001819,2025-01-06,6020676,ipoteka,36,0,toladi
AP001820,A001820,2024-11-04,27140395,avto,24,0,toladi
AP001821,A001821,2024-06-10,8094754,mikrobiznes,36,2619359,toladi
AP001822,A001822,2025-01-04,9183268,ta'lim,60,0,toladi
AP001823,A001823,2024-12-11,26292663,ipoteka,60,205519,toladi
AP001824,A001824,2024-11-08,17131656,ta'lim,24,0,toladi
AP001825,A001825,2024-07-12,16439532,kredit_karta,36,1883203,defolt
AP001826,A001826,2024-12-22,26969061,avto,6,956354,toladi
AP001827,A001827,2024-07-28,30108401,avto,60,0,toladi
AP001828,A001828,2024-08-23,6207095,ta'lim,6,473541,toladi
AP001829,A001829,2024-08-21,12023088,mikrobiznes,24,517205,toladi
AP001830,A001830,2024-07-15,16313225,iste'mol,36,895078,toladi
AP001831,A001831,2024-05-04,20786556,kredit_karta,24,160656,toladi
AP001832,A001832,2025-01-25,6159621,ta'lim,12,0,toladi
AP001833,A001833,2024-10-17,49700243,mikrobiznes,12,0,toladi
AP001834,A001834,2025-01-01,30740122,kredit_karta,60,5333605,toladi
AP001835,A001835,2025-02-15,11161333,ta'lim,60,4982933,toladi
AP001836,A001836,2024-11-21,10164300,mikrobiznes,24,0,toladi
AP001837,A001837,2024-08-14,13282280,iste'mol,24,0,toladi
AP001838,A001838,2024-10-13,37180831,mikrobiznes,12,0,toladi
AP001839,A001839,2024-05-09,23451604,iste'mol,36,426650,toladi
AP001840,A001840,2024-09-10,14148533,avto,12,0,toladi
AP001841,A001841,2025-01-31,53943515,ta'lim,12,0,defolt
AP001842,A001842,2024-08-30,3099311,avto,36,892196,toladi
AP001843,A001843,2024-06-05,23365155,mikrobiznes,6,581332,toladi
AP001844,A001844,2024-05-23,12092382,avto,12,0,toladi
AP001845,A001845,2024-09-09,14696001,kredit_karta,12,2146882,toladi
AP001846,A001846,2025-01-04,27566395,iste'mol,6,407305,toladi
AP001847,A001847,2024-10-17,7711122,ta'lim,12,0,toladi
AP001848,A001848,2024-05-10,17228237,iste'mol,60,73184,toladi
AP001849,A001849,2024-05-24,20933030,avto,6,3088647,toladi
AP001850,A001850,2024-04-21,24603941,avto,36,1321647,toladi
AP001851,A001851,2024-07-16,5456473,mikrobiznes,36,759627,toladi
AP001852,A001852,2024-05-10,17903714,avto,36,2262157,defolt
AP001853,A001853,2025-01-27,15869861,kredit_karta,36,0,toladi
AP001854,A001854,2024-08-11,15536948,ipoteka,60,15363509,defolt
AP001855,A001855,2024-12-23,18139418,kredit_karta,24,3186929,toladi
AP001856,A001856,2024-09-11,23762218,avto,6,1420560,defolt
AP001857,A001857,2024-04-10,42975225,ta'lim,12,2332469,toladi
AP001858,A001858,2024-11-18,19219511,kredit_karta,24,5734255,defolt
AP001859,A001859,2024-05-13,36787317,ta'lim,36,0,toladi
AP001860,A001860,2024-06-10,5032837,iste'mol,24,1204857,toladi
AP001861,A001861,2024-09-16,16785117,mikrobiznes,60,1684188,toladi
AP001862,A001862,2025-01-17,40116182,kredit_karta,60,585438,toladi
AP001863,A001863,2024-12-07,23950040,ta'lim,12,2475054,toladi
AP001864,A001864,2025-01-03,23772470,iste'mol,24,211734,toladi
AP001865,A001865,2024-07-17,24547020,kredit_karta,60,539604,toladi
AP001866,A001866,2024-05-28,11139296,ipoteka,6,6104444,defolt
AP001867,A001867,2025-02-12,13708426,mikrobiznes,12,812517,toladi
AP001868,A001868,2024-08-15,16065969,avto,12,0,toladi
AP001869,A001869,2024-12-03,13882540,ta'lim,36,3018702,toladi
AP001870,A001870,2024-08-25,11473222,mikrobiznes,36,0,toladi
AP001871,A001871,2024-07-27,11380741,ipoteka,60,0,toladi
AP001872,A001872,2024-07-21,9880916,kredit_karta,24,0,toladi
AP001873,A001873,2024-12-02,10429086,mikrobiznes,60,392687,toladi
AP001874,A001874,2024-08-24,18369471,ta'lim,60,0,toladi
AP001875,A001875,2025-01-21,94884239,avto,24,0,toladi
AP001876,A001876,2025-01-03,27389448,iste'mol,24,0,toladi
AP001877,A001877,2024-07-07,7064202,ipoteka,24,0,toladi
AP001878,A001878,2024-05-22,10693121,iste'mol,60,0,toladi
AP001879,A001879,2024-09-13,8416804,avto,36,0,toladi
AP001880,A001880,2024-05-13,38500605,avto,24,902553,toladi
AP001881,A001881,2024-08-16,5500363,kredit_karta,6,273290,toladi
AP001882,A001882,2025-02-28,18100947,kredit_karta,60,268993,toladi
AP001883,A001883,2024-05-18,14127003,iste'mol,36,2002328,toladi
AP001884,A001884,2024-12-16,24325738,ta'lim,24,0,toladi
AP001885,A001885,2025-01-21,13741009,iste'mol,60,0,toladi
AP001886,A001886,2025-02-08,17140748,mikrobiznes,60,0,toladi
AP001887,A001887,2024-04-14,18545321,avto,6,615628,toladi
AP001888,A001888,2024-05-03,24821487,mikrobiznes,24,0,toladi
AP001889,A001889,2024-09-18,14914423,ipoteka,60,0,toladi
AP001890,A001890,2024-08-30,6673533,ipoteka,36,191352,toladi
AP001891,A001891,2024-08-24,9450942,avto,6,0,toladi
AP001892,A001892,2024-04-26,6738201,avto,6,0,toladi
AP001893,A001893,2024-08-27,8690995,kredit_karta,36,0,toladi
AP001894,A001894,2024-12-28,27385923,kredit_karta,60,0,defolt
AP001895,A001895,2024-09-23,27522852,avto,36,1094741,toladi
AP001896,A001896,2024-07-11,65418856,ta'lim,60,2504312,defolt
AP001897,A001897,2024-07-11,7460443,kredit_karta,24,0,defolt
AP001898,A001898,2025-01-26,29903137,ta'lim,24,2803384,toladi
AP001899,A001899,2025-01-16,10578974,iste'mol,60,2452037,toladi
AP001900,A001900,2024-07-08,3777136,kredit_karta,12,2663706,toladi
AP001901,A001901,2024-11-15,1863577,iste'mol,60,5863783,toladi
AP001902,A001902,2024-04-22,7512672,ipoteka,36,482166,toladi
AP001903,A001903,2024-08-19,5619205,ta'lim,12,0,toladi
AP001904,A001904,2024-09-01,10423767,ta'lim,12,0,toladi
AP001905,A001905,2024-10-07,28462876,ta'lim,6,1245950,toladi
AP001906,A001906,2024-08-18,8003258,ta'lim,12,3525299,toladi
AP001907,A001907,2025-01-23,34339923,avto,60,0,toladi
AP001908,A001908,2025-01-17,8758222,kredit_karta,60,1192767,toladi
AP001909,A001909,2025-02-02,49353668,ipoteka,6,0,toladi
AP001910,A001910,2024-07-24,6988704,kredit_karta,36,341041,toladi
AP001911,A001911,2024-08-25,21753826,iste'mol,36,8715594,toladi
AP001912,A001912,2024-07-29,8243526,ta'lim,24,0,toladi
AP001913,A001913,2024-12-28,16651144,iste'mol,6,3742544,toladi
AP001914,A001914,2024-04-12,28989259,avto,36,95151,toladi
AP001915,A001915,2024-11-09,51500218,kredit_karta,36,96156,toladi
AP001916,A001916,2024-10-18,23039297,mikrobiznes,12,0,toladi
AP001917,A001917,2024-09-16,12901935,iste'mol,60,3228774,toladi
AP001918,A001918,2024-10-25,17791150,ta'lim,36,218659,toladi
AP001919,A001919,2024-06-19,21702408,ipoteka,36,308967,toladi
AP001920,A001920,2024-12-03,9835752,iste'mol,36,3124126,toladi
AP001921,A001921,2024-05-30,8996067,kredit_karta,60,0,toladi
AP001922,A001922,2024-04-18,14019584,avto,12,604467,toladi
AP001923,A001923,2024-07-12,53485706,ta'lim,24,0,toladi
AP001924,A001924,2024-08-18,8097112,iste'mol,12,124544,toladi
AP001925,A001925,2024-04-07,35670450,mikrobiznes,24,3431661,toladi
AP001926,A001926,2024-07-24,8810316,kredit_karta,24,587815,toladi
AP001927,A001927,2024-08-01,12292385,avto,60,0,toladi
AP001928,A001928,2024-09-27,16916463,iste'mol,60,0,toladi
AP001929,A001929,2025-01-13,8785271,mikrobiznes,24,1321670,toladi
AP001930,A001930,2024-07-12,62827705,kredit_karta,12,2983672,toladi
AP001931,A001931,2024-04-20,23906806,avto,6,674245,toladi
AP001932,A001932,2024-04-26,8652915,mikrobiznes,12,0,toladi
AP001933,A001933,2024-10-25,18542944,kredit_karta,12,0,toladi
AP001934,A001934,2024-07-20,10373155,kredit_karta,36,2172601,toladi
AP001935,A001935,2024-06-12,16205297,iste'mol,60,337454,toladi
AP001936,A001936,2024-04-17,27636775,ta'lim,60,0,toladi
AP001937,A001937,2024-04-07,26658323,ta'lim,6,244196,toladi
AP001938,A001938,2024-05-14,2697524,iste'mol,24,0,toladi
AP001939,A001939,2024-06-28,4555177,ta'lim,60,0,defolt
AP001940,A001940,2024-06-16,14724590,iste'mol,24,252394,toladi
AP001941,A001941,2024-06-11,9822631,ta'lim,6,0,toladi
AP001942,A001942,2024-10-18,71104951,mikrobiznes,60,176983,toladi
AP001943,A001943,2024-10-02,24252479,ta'lim,60,3314865,defolt
AP001944,A001944,2025-02-23,23785971,avto,36,0,toladi
AP001945,A001945,2024-04-18,10325247,iste'mol,36,1109561,toladi
AP001946,A001946,2025-02-27,24294171,ipoteka,12,299552,toladi
AP001947,A001947,2025-02-21,16082811,mikrobiznes,12,11094877,toladi
AP001948,A001948,2024-07-17,15608778,iste'mol,60,0,toladi
AP001949,A001949,2025-02-06,7118600,mikrobiznes,60,844603,toladi
AP001950,A001950,2024-12-22,65467603,ta'lim,6,458012,defolt
AP001951,A001951,2025-02-20,22333055,ipoteka,6,1817132,toladi
AP001952,A001952,2024-12-07,12647796,iste'mol,24,0,defolt
AP001953,A001953,2024-12-22,13955994,ta'lim,24,7196620,toladi
AP001954,A001954,2024-10-28,15528373,ipoteka,12,0,toladi
AP001955,A001955,2024-08-23,13288217,avto,36,567515,toladi
AP001956,A001956,2024-10-19,6051045,kredit_karta,36,1990607,toladi
AP001957,A001957,2024-05-18,47737786,iste'mol,36,0,toladi
AP001958,A001958,2024-11-09,23279643,mikrobiznes,36,1429185,toladi
AP001959,A001959,2024-12-19,11718193,ipoteka,24,1419243,toladi
AP001960,A001960,2024-12-11,19953027,iste'mol,36,1192171,toladi
AP001961,A001961,2024-08-15,16386313,kredit_karta,6,3918012,toladi
AP001962,A001962,2024-09-21,9227529,mikrobiznes,6,1614869,toladi
AP001963,A001963,2024-05-16,33456196,mikrobiznes,6,8296737,toladi
AP001964,A001964,2024-07-16,12453787,ta'lim,12,0,defolt
AP001965,A001965,2024-12-05,20012398,mikrobiznes,6,2102578,toladi
AP001966,A001966,2024-07-25,54440066,kredit_karta,6,0,toladi
AP001967,A001967,2025-01-06,12231049,kredit_karta,36,10816171,defolt
AP001968,A001968,2024-12-02,4688711,iste'mol,24,0,toladi
AP001969,A001969,2025-01-04,8230565,kredit_karta,6,0,toladi
AP001970,A001970,2025-02-23,3982085,kredit_karta,6,0,toladi
AP001971,A001971,2025-02-25,60734776,ta'lim,36,0,toladi
AP001972,A001972,2024-05-21,32278833,ipoteka,36,0,toladi
AP001973,A001973,2024-04-28,12681328,iste'mol,12,169671,toladi
AP001974,A001974,2024-12-25,18453365,ta'lim,12,0,toladi
AP001975,A001975,2024-07-12,10459174,kredit_karta,6,0,toladi
AP001976,A001976,2024-04-08,46646700,iste'mol,6,0,defolt
AP001977,A001977,2024-06-14,11522622,iste'mol,60,3289846,toladi
AP001978,A001978,2024-09-24,20930224,mikrobiznes,6,4455847,toladi
AP001979,A001979,2024-07-08,7187992,iste'mol,24,1156681,toladi
AP001980,A001980,2025-01-14,26158753,kredit_karta,6,1998793,toladi
AP001981,A001981,2024-11-11,9738879,iste'mol,12,2521752,toladi
AP001982,A001982,2025-02-02,15261060,iste'mol,36,0,toladi
AP001983,A001983,2024-06-14,38157523,avto,12,0,toladi
AP001984,A001984,2024-06-26,17190786,ta'lim,60,0,toladi
AP001985,A001985,2024-09-22,12328014,kredit_karta,60,419927,toladi
AP001986,A001986,2024-10-19,3275242,ipoteka,60,171478,toladi
AP001987,A001987,2024-10-14,44172244,kredit_karta,24,3211439,defolt
AP001988,A001988,2024-09-22,18115523,avto,36,5474205,toladi
AP001989,A001989,2025-01-03,10638154,iste'mol,6,5772889,toladi
AP001990,A001990,2024-10-08,6449486,ipoteka,6,0,toladi
AP001991,A001991,2025-02-23,10477500,ipoteka,60,2697698,defolt
AP001992,A001992,2024-04-30,31153079,kredit_karta,60,1861836,toladi
AP001993,A001993,2024-10-06,22632193,kredit_karta,6,0,toladi
AP001994,A001994,2024-07-06,9075534,iste'mol,6,0,toladi
AP001995,A001995,2024-09-08,11019849,kredit_karta,12,842888,toladi
